x,y,yaw,curvature
-1.756842,-0.113959,-1.180854,0.016284
-1.751240,-0.127585,-1.180622,0.015270
-1.745633,-0.141214,-1.180404,0.014258
-1.740020,-0.154849,-1.180201,0.013247
-1.734403,-0.168488,-1.180013,0.012238
-1.728780,-0.182133,-1.179840,0.011231
-1.723153,-0.195783,-1.179682,0.010226
-1.717521,-0.209438,-1.179538,0.009222
-1.711884,-0.223099,-1.179409,0.008221
-1.706243,-0.236766,-1.179295,0.007222
-1.700598,-0.250440,-1.179196,0.006224
-1.694948,-0.264119,-1.179111,0.005230
-1.689295,-0.277806,-1.179041,0.004237
-1.683638,-0.291499,-1.178985,0.003247
-1.677977,-0.305200,-1.178945,0.002259
-1.672312,-0.318908,-1.178918,0.001274
-1.666644,-0.332623,-1.178907,0.000292
-1.660973,-0.346347,-1.178910,0.000687
-1.655298,-0.360078,-1.178927,0.001664
-1.649620,-0.373817,-1.178959,0.002637
-1.643940,-0.387565,-1.179007,0.004870
-1.638257,-0.401322,-1.179137,0.012593
-1.632574,-0.415087,-1.179382,0.020297
-1.626892,-0.428861,-1.179742,0.027985
-1.621214,-0.442644,-1.180216,0.035661
-1.615540,-0.456435,-1.180805,0.043328
-1.609873,-0.470236,-1.181509,0.050989
-1.604215,-0.484044,-1.182327,0.058646
-1.598567,-0.497862,-1.183259,0.066305
-1.592932,-0.511688,-1.184307,0.073966
-1.587311,-0.525523,-1.185468,0.081634
-1.581706,-0.539367,-1.186745,0.089312
-1.576119,-0.553219,-1.188136,0.097001
-1.570552,-0.567080,-1.189643,0.104706
-1.565006,-0.580950,-1.191265,0.112430
-1.559484,-0.594829,-1.193002,0.120174
-1.553987,-0.608717,-1.194855,0.127941
-1.548518,-0.622613,-1.196823,0.135735
-1.543078,-0.636518,-1.198909,0.143558
-1.537668,-0.650432,-1.201110,0.151413
-1.532291,-0.664355,-1.203429,0.159301
-1.526949,-0.678287,-1.205865,0.167226
-1.521644,-0.692227,-1.208419,0.175190
-1.516376,-0.706176,-1.211090,0.183194
-1.511149,-0.720134,-1.213881,0.191242
-1.505964,-0.734101,-1.216790,0.199335
-1.500823,-0.748077,-1.219819,0.207476
-1.495727,-0.762062,-1.222968,0.215666
-1.490679,-0.776056,-1.226238,0.223906
-1.485681,-0.790058,-1.229628,0.232200
-1.480734,-0.804070,-1.233140,0.240547
-1.475840,-0.818090,-1.236775,0.248950
-1.471000,-0.832119,-1.240532,0.257410
-1.466218,-0.846157,-1.244413,0.265928
-1.461494,-0.860204,-1.248417,0.274506
-1.456831,-0.874261,-1.252546,0.283143
-1.452231,-0.888326,-1.256801,0.291840
-1.447694,-0.902399,-1.261181,0.300599
-1.443224,-0.916482,-1.265687,0.309419
-1.438821,-0.930574,-1.270321,0.318300
-1.434489,-0.944675,-1.275082,0.327243
-1.430228,-0.958785,-1.279972,0.336247
-1.426040,-0.972904,-1.284990,0.345311
-1.421928,-0.987032,-1.290138,0.354434
-1.417893,-1.001169,-1.295417,0.363617
-1.413937,-1.015315,-1.300825,0.372856
-1.410062,-1.029470,-1.306366,0.382151
-1.406270,-1.043634,-1.312037,0.391499
-1.402562,-1.057807,-1.317842,0.400899
-1.398941,-1.071989,-1.323779,0.410348
-1.395408,-1.086180,-1.329849,0.419842
-1.391965,-1.100381,-1.336053,0.429380
-1.388614,-1.114590,-1.342392,0.438956
-1.385357,-1.128808,-1.348865,0.448568
-1.382196,-1.143036,-1.355473,0.458211
-1.379132,-1.157273,-1.362216,0.467879
-1.376168,-1.171518,-1.369095,0.477569
-1.373305,-1.185773,-1.376109,0.487274
-1.370545,-1.200037,-1.383259,0.496988
-1.367890,-1.214311,-1.390545,0.506706
-1.365342,-1.228593,-1.397966,0.516419
-1.362902,-1.242885,-1.405524,0.526122
-1.360574,-1.257185,-1.413217,0.535806
-1.358357,-1.271495,-1.421046,0.545462
-1.356255,-1.285814,-1.429010,0.555083
-1.354268,-1.300142,-1.437108,0.564659
-1.352400,-1.314480,-1.445342,0.574181
-1.350651,-1.328827,-1.453709,0.583639
-1.349024,-1.343182,-1.462209,0.593021
-1.347521,-1.357548,-1.470841,0.602319
-1.346143,-1.371922,-1.479606,0.611519
-1.344892,-1.386306,-1.488499,0.618831
-1.343769,-1.400698,-1.497356,0.608162
-1.342773,-1.415100,-1.506058,0.597344
-1.341900,-1.429511,-1.514603,0.586391
-1.341150,-1.443931,-1.522991,0.575319
-1.340519,-1.458360,-1.531219,0.564141
-1.340006,-1.472797,-1.539287,0.552871
-1.339608,-1.487243,-1.547195,0.541521
-1.339323,-1.501697,-1.554942,0.530103
-1.339149,-1.516160,-1.562526,0.518630
-1.339083,-1.530630,-1.569948,0.507111
-1.339124,-1.545109,-1.577206,0.495559
-1.339268,-1.559596,-1.584302,0.483981
-1.339514,-1.574090,-1.591234,0.472389
-1.339860,-1.588593,-1.598003,0.460789
-1.340303,-1.603102,-1.604607,0.449190
-1.340841,-1.617620,-1.611049,0.437600
-1.341472,-1.632144,-1.617327,0.426025
-1.342193,-1.646676,-1.623441,0.414472
-1.343003,-1.661215,-1.629392,0.402946
-1.343899,-1.675761,-1.635181,0.391452
-1.344878,-1.690314,-1.640807,0.379996
-1.345940,-1.704874,-1.646271,0.368582
-1.347080,-1.719440,-1.651573,0.357212
-1.348298,-1.734013,-1.656714,0.345891
-1.349590,-1.748592,-1.661694,0.334622
-1.350955,-1.763178,-1.666514,0.323406
-1.352391,-1.777770,-1.671174,0.312246
-1.353895,-1.792367,-1.675675,0.301144
-1.355464,-1.806971,-1.680017,0.290100
-1.357097,-1.821581,-1.684200,0.279116
-1.358792,-1.836196,-1.688227,0.268193
-1.360546,-1.850817,-1.692096,0.257330
-1.362356,-1.865443,-1.695809,0.246528
-1.364222,-1.880075,-1.699366,0.235787
-1.366139,-1.894712,-1.702767,0.225105
-1.368107,-1.909354,-1.706015,0.214483
-1.370123,-1.924001,-1.709108,0.203919
-1.372185,-1.938653,-1.712047,0.193413
-1.374290,-1.953309,-1.714833,0.182962
-1.376437,-1.967971,-1.717467,0.172566
-1.378622,-1.982636,-1.719949,0.162222
-1.380844,-1.997307,-1.722280,0.151929
-1.383101,-2.011981,-1.724459,0.141685
-1.385390,-2.026660,-1.726489,0.131488
-1.387709,-2.041343,-1.728368,0.121335
-1.390056,-2.056029,-1.730097,0.111224
-1.392428,-2.070720,-1.731677,0.101152
-1.394823,-2.085414,-1.733108,0.091118
-1.397240,-2.100112,-1.734391,0.081118
-1.399676,-2.114813,-1.735525,0.071150
-1.402128,-2.129518,-1.736512,0.061211
-1.404594,-2.144226,-1.737351,0.051299
-1.407073,-2.158936,-1.738042,0.041410
-1.409561,-2.173650,-1.738587,0.031541
-1.412057,-2.188367,-1.738984,0.021690
-1.414558,-2.203087,-1.739234,0.011854
-1.417063,-2.217809,-1.739338,0.002030
-1.419568,-2.232534,-1.739295,0.007786
-1.422072,-2.247261,-1.739105,0.017595
-1.424572,-2.261990,-1.738769,0.027401
-1.427067,-2.276722,-1.738287,0.037207
-1.429554,-2.291455,-1.737657,0.047016
-1.432030,-2.306191,-1.736882,0.056830
-1.434493,-2.320928,-1.735959,0.066652
-1.436942,-2.335667,-1.734890,0.076486
-1.439374,-2.350408,-1.733674,0.086333
-1.441786,-2.365150,-1.732310,0.096196
-1.444177,-2.379894,-1.730800,0.106078
-1.446545,-2.394638,-1.729198,0.104420
-1.448889,-2.409384,-1.727697,0.096639
-1.451211,-2.424130,-1.726313,0.088855
-1.453513,-2.438875,-1.725045,0.081066
-1.455797,-2.453621,-1.723893,0.073274
-1.458064,-2.468365,-1.722858,0.065476
-1.460316,-2.483108,-1.721940,0.057672
-1.462555,-2.497848,-1.721138,0.049860
-1.464782,-2.512586,-1.720453,0.042041
-1.467000,-2.527322,-1.719885,0.034212
-1.469209,-2.542053,-1.719434,0.026373
-1.471412,-2.556781,-1.719100,0.018523
-1.473610,-2.571504,-1.718882,0.010661
-1.475804,-2.586223,-1.718782,0.002785
-1.477998,-2.600936,-1.718800,0.005105
-1.480191,-2.615643,-1.718934,0.013011
-1.482387,-2.630344,-1.719186,0.020933
-1.484586,-2.645038,-1.719556,0.028873
-1.486791,-2.659725,-1.720044,0.036833
-1.489002,-2.674404,-1.720650,0.044812
-1.491223,-2.689075,-1.721375,0.052812
-1.493454,-2.703737,-1.722217,0.060834
-1.495696,-2.718390,-1.723179,0.068879
-1.497953,-2.733033,-1.724259,0.076949
-1.500225,-2.747666,-1.725458,0.085043
-1.502515,-2.762289,-1.726777,0.093164
-1.504823,-2.776900,-1.728215,0.101311
-1.507152,-2.791499,-1.729774,0.109486
-1.509503,-2.806087,-1.731452,0.117690
-1.511879,-2.820662,-1.733251,0.125922
-1.514279,-2.835224,-1.735170,0.134185
-1.516708,-2.849772,-1.737210,0.142477
-1.519165,-2.864306,-1.739372,0.150801
-1.521653,-2.878826,-1.741655,0.159155
-1.524174,-2.893331,-1.744059,0.167541
-1.526728,-2.907821,-1.746586,0.175959
-1.529319,-2.922294,-1.749236,0.184408
-1.531947,-2.936751,-1.752008,0.192890
-1.534614,-2.951191,-1.754903,0.201402
-1.537322,-2.965614,-1.757921,0.209946
-1.540073,-2.980019,-1.761062,0.218520
-1.542868,-2.994406,-1.764328,0.227125
-1.545709,-3.008773,-1.767718,0.235759
-1.548597,-3.023122,-1.771232,0.244422
-1.551535,-3.037451,-1.774870,0.253112
-1.554525,-3.051759,-1.778634,0.261829
-1.557566,-3.066047,-1.782522,0.270570
-1.560663,-3.080313,-1.786536,0.279335
-1.563815,-3.094558,-1.790676,0.288121
-1.567026,-3.108781,-1.794941,0.296926
-1.570296,-3.122981,-1.799332,0.305749
-1.573627,-3.137158,-1.803849,0.314587
-1.577021,-3.151311,-1.808492,0.323436
-1.580479,-3.165440,-1.813261,0.332295
-1.584004,-3.179545,-1.818156,0.341160
-1.587597,-3.193624,-1.823178,0.350027
-1.591260,-3.207678,-1.828326,0.358894
-1.594994,-3.221706,-1.833600,0.367755
-1.598801,-3.235707,-1.839001,0.376607
-1.602683,-3.249682,-1.844527,0.385446
-1.606642,-3.263629,-1.850179,0.394266
-1.610678,-3.277548,-1.855957,0.403063
-1.614795,-3.291439,-1.861860,0.411832
-1.618993,-3.305300,-1.867888,0.420566
-1.623274,-3.319133,-1.874041,0.429261
-1.627640,-3.332935,-1.880318,0.437909
-1.632093,-3.346708,-1.886718,0.446505
-1.636634,-3.360449,-1.893242,0.455041
-1.641265,-3.374159,-1.899888,0.463512
-1.645988,-3.387837,-1.906653,0.469313
-1.650804,-3.401484,-1.913414,0.465144
-1.655711,-3.415098,-1.920115,0.460927
-1.660710,-3.428681,-1.926755,0.456664
-1.665799,-3.442232,-1.933335,0.452359
-1.670978,-3.455751,-1.939852,0.448014
-1.676245,-3.469240,-1.946308,0.443633
-1.681600,-3.482697,-1.952702,0.439219
-1.687042,-3.496124,-1.959033,0.434774
-1.692570,-3.509520,-1.965301,0.430301
-1.698184,-3.522886,-1.971506,0.425802
-1.703881,-3.536222,-1.977649,0.421281
-1.709663,-3.549527,-1.983727,0.416740
-1.715527,-3.562803,-1.989742,0.412180
-1.721473,-3.576049,-1.995694,0.407606
-1.727500,-3.589265,-2.001581,0.403018
-1.733607,-3.602453,-2.007405,0.398420
-1.739794,-3.615611,-2.013165,0.393813
-1.746059,-3.628740,-2.018860,0.389199
-1.752401,-3.641841,-2.024491,0.384581
-1.758821,-3.654913,-2.030059,0.379960
-1.765316,-3.667957,-2.035562,0.375339
-1.771887,-3.680973,-2.041000,0.370718
-1.778531,-3.693961,-2.046375,0.366100
-1.785250,-3.706921,-2.051686,0.361487
-1.792040,-3.719853,-2.056932,0.356879
-1.798903,-3.732758,-2.062115,0.352278
-1.805836,-3.745636,-2.067234,0.347686
-1.812840,-3.758487,-2.072289,0.343105
-1.819912,-3.771312,-2.077280,0.338534
-1.827053,-3.784109,-2.082208,0.333976
-1.834261,-3.796880,-2.087072,0.329432
-1.841536,-3.809625,-2.091873,0.324902
-1.848877,-3.822344,-2.096612,0.320389
-1.856283,-3.835038,-2.101287,0.315891
-1.863753,-3.847705,-2.105899,0.311412
-1.871286,-3.860347,-2.110449,0.306951
-1.878881,-3.872964,-2.114937,0.302508
-1.886539,-3.885556,-2.119362,0.298086
-1.894256,-3.898122,-2.123726,0.293684
-1.902034,-3.910665,-2.128028,0.289303
-1.909871,-3.923182,-2.132268,0.284944
-1.917766,-3.935675,-2.136447,0.280606
-1.925718,-3.948145,-2.140565,0.276292
-1.933727,-3.960590,-2.144622,0.272000
-1.941791,-3.973011,-2.148619,0.267731
-1.949910,-3.985409,-2.152555,0.263486
-1.958083,-3.997784,-2.156431,0.259265
-1.966309,-4.010135,-2.160248,0.255067
-1.974588,-4.022464,-2.164004,0.250894
-1.982918,-4.034769,-2.167702,0.246745
-1.991298,-4.047053,-2.171340,0.242620
-1.999728,-4.059313,-2.174920,0.238520
-2.008207,-4.071552,-2.178440,0.234445
-2.016734,-4.083768,-2.181903,0.230394
-2.025308,-4.095963,-2.185307,0.226367
-2.033929,-4.108135,-2.188654,0.222365
-2.042595,-4.120287,-2.191943,0.218386
-2.051305,-4.132417,-2.195175,0.214432
-2.060060,-4.144526,-2.198350,0.210502
-2.068857,-4.156614,-2.201468,0.206596
-2.077697,-4.168682,-2.204529,0.202713
-2.086577,-4.180729,-2.207534,0.198854
-2.095498,-4.192756,-2.210483,0.195017
-2.104459,-4.204762,-2.213376,0.191203
-2.113458,-4.216749,-2.216213,0.187412
-2.122496,-4.228716,-2.218996,0.183643
-2.131570,-4.240663,-2.221723,0.179896
-2.140680,-4.252591,-2.224395,0.176170
-2.149826,-4.264500,-2.227012,0.172465
-2.159006,-4.276390,-2.229575,0.168781
-2.168220,-4.288261,-2.232084,0.165116
-2.177467,-4.300113,-2.234539,0.161472
-2.186746,-4.311947,-2.236939,0.157847
-2.196055,-4.323763,-2.239287,0.154241
-2.205395,-4.335561,-2.241581,0.150653
-2.214765,-4.347341,-2.243821,0.147083
-2.224163,-4.359103,-2.246009,0.143530
-2.233588,-4.370848,-2.248144,0.139994
-2.243041,-4.382575,-2.250226,0.136474
-2.252519,-4.394286,-2.252219,0.126895
-2.262021,-4.405980,-2.254047,0.115755
-2.271545,-4.417660,-2.255708,0.104638
-2.281089,-4.429325,-2.257202,0.093542
-2.290650,-4.440979,-2.258528,0.082462
-2.300225,-4.452620,-2.259688,0.071397
-2.309814,-4.464252,-2.260681,0.060341
-2.319412,-4.475874,-2.261507,0.049293
-2.329018,-4.487489,-2.262167,0.038249
-2.338631,-4.499096,-2.262660,0.027204
-2.348246,-4.510699,-2.262987,0.016156
-2.357863,-4.522296,-2.263147,0.005100
-2.367478,-4.533891,-2.263140,0.005966
-2.377091,-4.545483,-2.262967,0.017048
-2.386697,-4.557075,-2.262627,0.028148
-2.396295,-4.568667,-2.262119,0.039270
-2.405883,-4.580261,-2.261445,0.050418
-2.415459,-4.591857,-2.260603,0.061595
-2.425019,-4.603457,-2.259592,0.072806
-2.434562,-4.615062,-2.258414,0.084054
-2.444086,-4.626673,-2.257067,0.095341
-2.453588,-4.638291,-2.255551,0.106673
-2.463066,-4.649918,-2.253866,0.118051
-2.472518,-4.661555,-2.252010,0.129480
-2.481941,-4.673202,-2.249985,0.140962
-2.491333,-4.684862,-2.247788,0.152501
-2.500692,-4.696534,-2.245420,0.164099
-2.510015,-4.708221,-2.242879,0.175759
-2.519301,-4.719924,-2.240166,0.187483
-2.528546,-4.731643,-2.237280,0.199274
-2.537750,-4.743381,-2.234219,0.211134
-2.546908,-4.755137,-2.230984,0.223064
-2.556019,-4.766913,-2.227573,0.235067
-2.565082,-4.778711,-2.223986,0.247143
-2.574092,-4.790532,-2.220223,0.259293
-2.583049,-4.802376,-2.216282,0.271519
-2.591950,-4.814245,-2.212162,0.283820
-2.600792,-4.826141,-2.207864,0.296197
-2.609574,-4.838063,-2.203386,0.308648
-2.618293,-4.850014,-2.198728,0.321174
-2.626946,-4.861995,-2.193888,0.333773
-2.635532,-4.874006,-2.188867,0.346442
-2.644048,-4.886049,-2.183663,0.359181
-2.652492,-4.898126,-2.178276,0.371985
-2.660861,-4.910237,-2.172705,0.384852
-2.669154,-4.922383,-2.166950,0.397778
-2.677368,-4.934566,-2.161010,0.410758
-2.685500,-4.946787,-2.154885,0.423786
-2.693549,-4.959046,-2.148574,0.436858
-2.701512,-4.971346,-2.142077,0.449965
-2.709387,-4.983687,-2.135393,0.463102
-2.717171,-4.996071,-2.128523,0.476260
-2.724863,-5.008499,-2.121466,0.489429
-2.732459,-5.020971,-2.114223,0.502602
-2.739958,-5.033489,-2.106792,0.515766
-2.747358,-5.046055,-2.099175,0.528911
-2.754656,-5.058669,-2.091372,0.542025
-2.761849,-5.071332,-2.083383,0.555095
-2.768936,-5.084046,-2.075208,0.568106
-2.775914,-5.096812,-2.066849,0.581045
-2.782781,-5.109631,-2.058305,0.593896
-2.789535,-5.122504,-2.049579,0.606643
-2.796173,-5.135433,-2.040670,0.619268
-2.802694,-5.148419,-2.031581,0.631754
-2.809094,-5.161462,-2.022313,0.644082
-2.815371,-5.174564,-2.012867,0.656233
-2.821524,-5.187726,-2.003245,0.668186
-2.827549,-5.200949,-1.993450,0.679922
-2.833446,-5.214235,-1.983483,0.691418
-2.839210,-5.227584,-1.973347,0.702653
-2.844841,-5.240998,-1.963045,0.713605
-2.850335,-5.254478,-1.952579,0.724252
-2.855691,-5.268026,-1.941953,0.734571
-2.860906,-5.281641,-1.931170,0.744539
-2.865978,-5.295326,-1.920233,0.754133
-2.870904,-5.309082,-1.909146,0.763332
-2.875683,-5.322910,-1.897914,0.772111
-2.880311,-5.336810,-1.886540,0.780449
-2.884788,-5.350785,-1.875029,0.788325
-2.889110,-5.364835,-1.863386,0.795718
-2.893275,-5.378961,-1.851616,0.802606
-2.897281,-5.393165,-1.839759,0.800385
-2.901126,-5.407446,-1.827985,0.791958
-2.904812,-5.421800,-1.816309,0.783879
-2.908338,-5.436225,-1.804726,0.776145
-2.911703,-5.450718,-1.793234,0.768755
-2.914909,-5.465275,-1.781827,0.761705
-2.917954,-5.479895,-1.770503,0.754994
-2.920839,-5.494574,-1.759257,0.748619
-2.923564,-5.509309,-1.748084,0.742576
-2.926129,-5.524097,-1.736982,0.736864
-2.928534,-5.538936,-1.725946,0.731479
-2.930778,-5.553823,-1.714972,0.726419
-2.932863,-5.568754,-1.704057,0.721682
-2.934787,-5.583726,-1.693196,0.717263
-2.936551,-5.598738,-1.682386,0.713162
-2.938155,-5.613786,-1.671623,0.709375
-2.939600,-5.628866,-1.660903,0.705901
-2.940883,-5.643977,-1.650222,0.702736
-2.942007,-5.659115,-1.639577,0.699879
-2.942971,-5.674277,-1.628963,0.697328
-2.943774,-5.689461,-1.618378,0.695082
-2.944418,-5.704664,-1.607816,0.693137
-2.944901,-5.719882,-1.597276,0.691493
-2.945224,-5.735113,-1.586752,0.690149
-2.945387,-5.750354,-1.576241,0.689103
-2.945390,-5.765602,-1.565740,0.688354
-2.945233,-5.780853,-1.555244,0.687902
-2.944916,-5.796106,-1.544751,0.687745
-2.944438,-5.811358,-1.534256,0.687883
-2.943801,-5.826605,-1.523756,0.688315
-2.943003,-5.841844,-1.513247,0.689042
-2.942045,-5.857073,-1.502725,0.690063
-2.940928,-5.872288,-1.492188,0.691379
-2.939650,-5.887488,-1.481630,0.692988
-2.938211,-5.902668,-1.471049,0.694893
-2.936613,-5.917826,-1.460441,0.697093
-2.934855,-5.932959,-1.449802,0.699589
-2.932936,-5.948065,-1.439128,0.702382
-2.930858,-5.963140,-1.428417,0.705472
-2.928619,-5.978181,-1.417663,0.708861
-2.926220,-5.993186,-1.406864,0.712549
-2.923661,-6.008152,-1.396016,0.716538
-2.920942,-6.023075,-1.385114,0.720828
-2.918063,-6.037953,-1.374156,0.725422
-2.915024,-6.052783,-1.363138,0.730319
-2.911824,-6.067562,-1.352056,0.735522
-2.908465,-6.082287,-1.340905,0.741031
-2.904945,-6.096955,-1.329684,0.746848
-2.901266,-6.111564,-1.318387,0.752973
-2.897426,-6.126110,-1.307010,0.759408
-2.893426,-6.140591,-1.295552,0.766154
-2.889266,-6.155003,-1.284006,0.773211
-2.884945,-6.169344,-1.272370,0.780580
-2.880465,-6.183611,-1.260640,0.788261
-2.875825,-6.197801,-1.248813,0.796254
-2.871024,-6.211911,-1.236884,0.804558
-2.866064,-6.225939,-1.224849,0.813174
-2.860943,-6.239880,-1.212706,0.822099
-2.855662,-6.253733,-1.200450,0.831333
-2.850221,-6.267494,-1.188078,0.840874
-2.844620,-6.281161,-1.175586,0.850718
-2.838859,-6.294731,-1.162970,0.860863
-2.832937,-6.308200,-1.150227,0.871304
-2.826856,-6.321566,-1.137354,0.882038
-2.820614,-6.334826,-1.124346,0.893057
-2.814213,-6.347978,-1.111202,0.904356
-2.807651,-6.361017,-1.097916,0.915928
-2.800929,-6.373942,-1.084487,0.927764
-2.794047,-6.386749,-1.070912,0.937701
-2.787005,-6.399437,-1.057333,0.933871
-2.779805,-6.412005,-1.043837,0.929476
-2.772449,-6.424456,-1.030430,0.924534
-2.764937,-6.436789,-1.017118,0.919062
-2.757273,-6.449007,-1.003905,0.913079
-2.749457,-6.461109,-0.990796,0.906606
-2.741490,-6.473097,-0.977797,0.899663
-2.733376,-6.484971,-0.964910,0.892271
-2.725115,-6.496734,-0.952140,0.884454
-2.716709,-6.508385,-0.939492,0.876234
-2.708160,-6.519926,-0.926969,0.867635
-2.699469,-6.531357,-0.914573,0.858679
-2.690639,-6.542680,-0.902310,0.849390
-2.681670,-6.553895,-0.890180,0.839793
-2.672564,-6.565004,-0.878188,0.829909
-2.663323,-6.576007,-0.866336,0.819763
-2.653950,-6.586906,-0.854626,0.809378
-2.644444,-6.597700,-0.843061,0.798776
-2.634809,-6.608393,-0.831641,0.787978
-2.625045,-6.618983,-0.820369,0.777007
-2.615155,-6.629473,-0.809247,0.765884
-2.605139,-6.639863,-0.798276,0.754628
-2.595000,-6.650154,-0.787456,0.743260
-2.584740,-6.660347,-0.776789,0.731798
-2.574360,-6.670443,-0.766276,0.720260
-2.563861,-6.680443,-0.755916,0.708663
-2.553245,-6.690348,-0.745712,0.697024
-2.542515,-6.700160,-0.735662,0.685359
-2.531671,-6.709877,-0.725767,0.673682
-2.520716,-6.719503,-0.716028,0.662007
-2.509650,-6.729038,-0.706443,0.650348
-2.498476,-6.738482,-0.697013,0.638716
-2.487196,-6.747838,-0.687738,0.627123
-2.475810,-6.757104,-0.678617,0.615579
-2.464321,-6.766284,-0.669648,0.604096
-2.452730,-6.775377,-0.660833,0.592681
-2.441039,-6.784385,-0.652170,0.581343
-2.429250,-6.793308,-0.643658,0.570090
-2.417364,-6.802148,-0.635296,0.558928
-2.405383,-6.810905,-0.627084,0.547865
-2.393309,-6.819580,-0.619019,0.536905
-2.381143,-6.828175,-0.611103,0.526054
-2.368886,-6.836690,-0.603332,0.515317
-2.356542,-6.845127,-0.595707,0.504697
-2.344110,-6.853486,-0.588225,0.494197
-2.331594,-6.861768,-0.580886,0.483821
-2.318994,-6.869974,-0.573688,0.473570
-2.306312,-6.878105,-0.566630,0.463448
-2.293550,-6.886163,-0.559711,0.453455
-2.280709,-6.894147,-0.552929,0.443593
-2.267792,-6.902059,-0.546284,0.433862
-2.254800,-6.909901,-0.539773,0.424263
-2.241734,-6.917672,-0.533395,0.414796
-2.228596,-6.925374,-0.527150,0.405461
-2.215389,-6.933008,-0.521035,0.396257
-2.202112,-6.940575,-0.515049,0.387184
-2.188769,-6.948075,-0.509191,0.378241
-2.175361,-6.955511,-0.503459,0.369427
-2.161889,-6.962882,-0.497853,0.360739
-2.148356,-6.970189,-0.492371,0.352178
-2.134762,-6.977434,-0.487011,0.343740
-2.121110,-6.984618,-0.481773,0.335425
-2.107400,-6.991741,-0.476654,0.327229
-2.093636,-6.998805,-0.471654,0.319151
-2.079818,-7.005810,-0.466771,0.311189
-2.065948,-7.012758,-0.462005,0.303340
-2.052028,-7.019649,-0.457354,0.295602
-2.038060,-7.026484,-0.452816,0.287971
-2.024044,-7.033264,-0.448392,0.280446
-2.009984,-7.039991,-0.444078,0.273024
-1.995880,-7.046665,-0.439875,0.265701
-1.981733,-7.053287,-0.435782,0.258476
-1.967547,-7.059858,-0.431797,0.251344
-1.953322,-7.066380,-0.427919,0.244303
-1.939060,-7.072852,-0.424147,0.237350
-1.924763,-7.079276,-0.420481,0.230482
-1.910433,-7.085653,-0.416919,0.223696
-1.896070,-7.091984,-0.413460,0.216988
-1.881677,-7.098270,-0.410105,0.210355
-1.867256,-7.104512,-0.406851,0.203795
-1.852807,-7.110711,-0.403698,0.197304
-1.838333,-7.116867,-0.400645,0.190878
-1.823836,-7.122982,-0.397692,0.184515
-1.809317,-7.129057,-0.394838,0.178210
-1.794777,-7.135092,-0.392081,0.172217
-1.780219,-7.141088,-0.389287,0.182733
-1.765642,-7.147043,-0.386326,0.193335
-1.751049,-7.152953,-0.383198,0.204032
-1.736440,-7.158814,-0.379902,0.214836
-1.721816,-7.164625,-0.376435,0.225756
-1.707177,-7.170381,-0.372797,0.236803
-1.692524,-7.176079,-0.368987,0.247987
-1.677859,-7.181717,-0.365002,0.259318
-1.663182,-7.187291,-0.360841,0.270805
-1.648494,-7.192797,-0.356501,0.282458
-1.633795,-7.198234,-0.351982,0.294287
-1.619088,-7.203596,-0.347282,0.306301
-1.604371,-7.208883,-0.342397,0.318511
-1.589648,-7.214089,-0.337326,0.330925
-1.574917,-7.219212,-0.332067,0.343552
-1.560180,-7.224249,-0.326617,0.356401
-1.545439,-7.229197,-0.320973,0.369481
-1.530693,-7.234052,-0.315134,0.382800
-1.515944,-7.238811,-0.309097,0.396367
-1.501192,-7.243472,-0.302858,0.410190
-1.486438,-7.248030,-0.296416,0.424275
-1.471684,-7.252483,-0.289767,0.438630
-1.456929,-7.256827,-0.282908,0.453262
-1.442175,-7.261060,-0.275837,0.468176
-1.427423,-7.265178,-0.268550,0.483379
-1.412674,-7.269178,-0.261045,0.498873
-1.397928,-7.273057,-0.253319,0.514665
-1.383186,-7.276811,-0.245367,0.530757
-1.368449,-7.280437,-0.237188,0.547150
-1.353718,-7.283933,-0.228778,0.563847
-1.338994,-7.287295,-0.220135,0.580848
-1.324277,-7.290520,-0.211254,0.598150
-1.309569,-7.293604,-0.202133,0.615752
-1.294870,-7.296545,-0.192769,0.633650
-1.280182,-7.299340,-0.183159,0.651837
-1.265504,-7.301984,-0.173300,0.670306
-1.250838,-7.304475,-0.163189,0.689048
-1.236185,-7.306811,-0.152824,0.708052
-1.221545,-7.308986,-0.142203,0.727303
-1.206920,-7.310999,-0.131322,0.746786
-1.192310,-7.312847,-0.120180,0.766482
-1.177716,-7.314525,-0.108774,0.786370
-1.163138,-7.316031,-0.097103,0.806426
-1.148579,-7.317362,-0.085166,0.826623
-1.134038,-7.318515,-0.072960,0.846931
-1.119517,-7.319485,-0.060486,0.867318
-1.105016,-7.320271,-0.047742,0.887748
-1.090536,-7.320869,-0.034729,0.908180
-1.076078,-7.321276,-0.021445,0.928571
-1.061643,-7.321488,-0.007893,0.948877
-1.047232,-7.321502,0.005927,0.969047
-1.032845,-7.321316,0.020014,0.989029
-1.018484,-7.320926,0.034365,1.008767
-1.004148,-7.320328,0.048978,1.028201
-0.989840,-7.319521,0.063851,1.047271
-0.975560,-7.318499,0.078978,1.065913
-0.961308,-7.317261,0.094357,1.084059
-0.947087,-7.315804,0.109982,1.101642
-0.932895,-7.314123,0.125847,1.118591
-0.918735,-7.312216,0.141946,1.134836
-0.904607,-7.310079,0.158273,1.150307
-0.890512,-7.307710,0.174820,1.164930
-0.876451,-7.305105,0.191578,1.178637
-0.862425,-7.302261,0.208539,1.191358
