x,y,yaw,curvature
-0.848434,-7.299175,0.225693,1.203026
-0.834479,-7.295843,0.243029,1.213576
-0.820562,-7.292264,0.260538,1.222948
-0.806683,-7.288432,0.278207,1.231086
-0.792843,-7.284345,0.296019,1.233758
-0.779043,-7.280002,0.313721,1.213450
-0.765286,-7.275406,0.331177,1.193477
-0.751574,-7.270558,0.348390,1.173878
-0.737911,-7.265464,0.365368,1.154686
-0.724299,-7.260125,0.382113,1.135930
-0.710742,-7.254546,0.398632,1.117636
-0.697240,-7.248729,0.414931,1.099826
-0.683799,-7.242678,0.431015,1.082518
-0.670420,-7.236396,0.446891,1.065730
-0.657106,-7.229887,0.462564,1.049473
-0.643859,-7.223153,0.478042,1.033758
-0.630684,-7.216198,0.493330,1.018594
-0.617582,-7.209025,0.508435,1.003988
-0.604556,-7.201637,0.523364,0.989943
-0.591609,-7.194038,0.538123,0.976464
-0.578744,-7.186231,0.552720,0.963552
-0.565963,-7.178219,0.567161,0.951207
-0.553270,-7.170005,0.581452,0.939430
-0.540667,-7.161594,0.595601,0.928219
-0.528157,-7.152987,0.609614,0.917572
-0.515743,-7.144188,0.623499,0.907486
-0.503427,-7.135201,0.637261,0.897959
-0.491213,-7.126029,0.650909,0.888987
-0.479102,-7.116675,0.664447,0.880567
-0.467098,-7.107142,0.677884,0.872694
-0.455204,-7.097433,0.691226,0.865366
-0.443423,-7.087553,0.704480,0.858577
-0.431756,-7.077503,0.717651,0.852325
-0.420207,-7.067288,0.730748,0.846605
-0.408780,-7.056910,0.743776,0.841413
-0.397475,-7.046374,0.756742,0.836747
-0.386297,-7.035681,0.769653,0.832603
-0.375248,-7.024836,0.782514,0.828978
-0.364331,-7.013842,0.795334,0.825870
-0.353549,-7.002701,0.808117,0.823276
-0.342904,-6.991418,0.820871,0.821194
-0.332399,-6.979995,0.833602,0.819623
-0.322037,-6.968436,0.846317,0.818561
-0.311821,-6.956744,0.859021,0.818007
-0.301754,-6.944923,0.871722,0.817962
-0.291838,-6.932974,0.884426,0.818425
-0.282076,-6.920903,0.897139,0.819396
-0.272471,-6.908712,0.909867,0.820876
-0.263025,-6.896404,0.922617,0.822865
-0.253742,-6.883982,0.935396,0.825367
-0.244625,-6.871451,0.948210,0.828381
-0.235675,-6.858812,0.961066,0.831911
-0.226896,-6.846070,0.973969,0.835959
-0.218291,-6.833228,0.986927,0.840528
-0.209862,-6.820288,0.999945,0.845620
-0.201612,-6.807255,1.013032,0.851239
-0.193544,-6.794131,1.026192,0.857389
-0.185661,-6.780920,1.039433,0.864073
-0.177965,-6.767625,1.052762,0.871294
-0.170460,-6.754249,1.066184,0.879057
-0.163148,-6.740795,1.079708,0.887365
-0.156031,-6.727268,1.093338,0.896221
-0.149113,-6.713669,1.107083,0.905631
-0.142397,-6.700003,1.120949,0.915595
-0.135885,-6.686272,1.134943,0.926118
-0.129579,-6.672480,1.149070,0.937202
-0.123484,-6.658630,1.163340,0.948849
-0.117601,-6.644726,1.177757,0.961060
-0.111933,-6.630770,1.192328,0.973834
-0.106484,-6.616766,1.207062,0.987172
-0.101255,-6.602717,1.221963,1.001072
-0.096250,-6.588627,1.237040,1.015530
-0.091470,-6.574498,1.252163,1.005933
-0.086914,-6.560333,1.266991,0.986920
-0.082575,-6.546132,1.281499,0.966861
-0.078448,-6.531896,1.295675,0.945842
-0.074527,-6.517626,1.309511,0.923945
-0.070806,-6.503324,1.322999,0.901254
-0.067280,-6.488990,1.336131,0.877849
-0.063943,-6.474625,1.348900,0.853807
-0.060790,-6.460231,1.361301,0.829205
-0.057814,-6.445808,1.373328,0.804113
-0.055011,-6.431358,1.384978,0.778600
-0.052374,-6.416881,1.396245,0.752729
-0.049898,-6.402378,1.407127,0.726560
-0.047578,-6.387851,1.417622,0.700148
-0.045407,-6.373300,1.427727,0.673544
-0.043381,-6.358727,1.437441,0.646793
-0.041492,-6.344132,1.446762,0.619937
-0.039737,-6.329516,1.455690,0.593014
-0.038109,-6.314881,1.464223,0.566056
-0.036602,-6.300228,1.472363,0.539092
-0.035211,-6.285557,1.480109,0.512147
-0.033930,-6.270870,1.487461,0.485242
-0.032754,-6.256167,1.494421,0.458393
-0.031677,-6.241449,1.500987,0.431616
-0.030693,-6.226719,1.507162,0.404920
-0.029797,-6.211975,1.512946,0.378313
-0.028983,-6.197221,1.518341,0.351800
-0.028245,-6.182456,1.523346,0.325384
-0.027578,-6.167681,1.527964,0.299064
-0.026976,-6.152899,1.532194,0.272838
-0.026434,-6.138108,1.536039,0.246701
-0.025946,-6.123312,1.539498,0.220649
-0.025506,-6.108510,1.542573,0.194672
-0.025108,-6.093704,1.545265,0.168763
-0.024747,-6.078894,1.547573,0.142911
-0.024418,-6.064083,1.549499,0.117105
-0.024115,-6.049269,1.551043,0.091332
-0.023831,-6.034456,1.552206,0.065580
-0.023562,-6.019643,1.552986,0.039835
-0.023301,-6.004832,1.553386,0.014083
-0.023044,-5.990024,1.553404,0.011689
-0.022784,-5.975220,1.553039,0.037497
-0.022517,-5.960420,1.552293,0.063354
-0.022235,-5.945626,1.551164,0.089276
-0.021934,-5.930839,1.549652,0.115274
-0.021608,-5.916060,1.547755,0.141364
-0.021251,-5.901290,1.545473,0.167556
-0.020858,-5.886529,1.542805,0.193865
-0.020423,-5.871779,1.539749,0.220299
-0.019940,-5.857042,1.536305,0.246869
-0.019404,-5.842317,1.532471,0.273583
-0.018810,-5.827605,1.528245,0.300448
-0.018150,-5.812909,1.523627,0.327469
-0.017421,-5.798229,1.518614,0.354649
-0.016616,-5.783566,1.513205,0.381987
-0.015729,-5.768920,1.507399,0.409484
-0.014756,-5.754294,1.501194,0.437134
-0.013689,-5.739687,1.494589,0.464929
-0.012525,-5.725102,1.487582,0.492860
-0.011256,-5.710538,1.480172,0.520913
-0.009878,-5.695997,1.472358,0.549069
-0.008385,-5.681481,1.464139,0.577308
-0.006771,-5.666989,1.455515,0.605602
-0.005030,-5.652524,1.446486,0.633923
-0.003157,-5.638085,1.437050,0.662236
-0.001146,-5.623675,1.427209,0.690499
0.001008,-5.609294,1.416962,0.718670
0.003311,-5.594942,1.406313,0.746698
0.005769,-5.580622,1.395292,0.760498
0.008383,-5.566333,1.384378,0.742184
0.011151,-5.552075,1.373733,0.723587
0.014069,-5.537847,1.363360,0.704743
0.017133,-5.523648,1.353261,0.685691
0.020339,-5.509478,1.343438,0.666464
0.023682,-5.495335,1.333893,0.647094
0.027160,-5.481219,1.324627,0.627613
0.030768,-5.467128,1.315641,0.608048
0.034503,-5.453063,1.306935,0.588424
0.038360,-5.439023,1.298510,0.568765
0.042336,-5.425005,1.290366,0.549093
0.046426,-5.411011,1.282504,0.529428
0.050628,-5.397039,1.274923,0.509786
0.054937,-5.383087,1.267622,0.490183
0.059349,-5.369156,1.260602,0.470632
0.063860,-5.355245,1.253862,0.451146
0.068467,-5.341352,1.247401,0.431734
0.073165,-5.327478,1.241218,0.412406
0.077951,-5.313620,1.235313,0.393166
0.082821,-5.299779,1.229685,0.374022
0.087771,-5.285953,1.224332,0.354978
0.092797,-5.272143,1.219255,0.336035
0.097896,-5.258346,1.214451,0.317195
0.103062,-5.244562,1.209920,0.298460
0.108294,-5.230791,1.205660,0.279828
0.113585,-5.217031,1.201672,0.261298
0.118934,-5.203282,1.197953,0.242867
0.124336,-5.189543,1.194503,0.224532
0.129786,-5.175814,1.191321,0.206290
0.135282,-5.162092,1.188406,0.188136
0.140819,-5.148378,1.185758,0.170063
0.146393,-5.134671,1.183374,0.152068
0.152001,-5.120970,1.181256,0.134143
0.157639,-5.107274,1.179401,0.116282
0.163302,-5.093583,1.177810,0.098479
0.168988,-5.079895,1.176482,0.080724
0.174691,-5.066210,1.175417,0.063012
0.180409,-5.052526,1.174614,0.045334
0.186136,-5.038844,1.174072,0.027682
0.191871,-5.025163,1.173792,0.010049
0.197608,-5.011481,1.173774,0.007574
0.203343,-4.997798,1.174017,0.025195
0.209074,-4.984112,1.174522,0.042821
0.214795,-4.970424,1.175288,0.060462
0.220504,-4.956733,1.176316,0.078125
0.226195,-4.943037,1.177605,0.095817
0.231866,-4.929335,1.179158,0.113547
0.237513,-4.915628,1.180973,0.131321
0.243131,-4.901914,1.183051,0.149146
0.248717,-4.888192,1.185393,0.167029
0.254267,-4.874462,1.187999,0.184976
0.259776,-4.860723,1.190871,0.202994
0.265242,-4.846973,1.194008,0.221086
0.270660,-4.833213,1.197412,0.239257
0.276027,-4.819441,1.201083,0.257512
0.281338,-4.805657,1.205022,0.275853
0.286589,-4.791860,1.209230,0.294284
0.291778,-4.778048,1.213709,0.312805
0.296899,-4.764222,1.218458,0.331417
0.301949,-4.750381,1.223479,0.350120
0.306925,-4.736522,1.228772,0.368913
0.311822,-4.722647,1.234339,0.387792
0.316636,-4.708754,1.240181,0.406754
0.321363,-4.694841,1.246297,0.425793
0.326001,-4.680910,1.252689,0.444904
0.330544,-4.666958,1.259358,0.464077
0.334989,-4.652984,1.266304,0.483304
0.339332,-4.638989,1.273527,0.502572
0.343569,-4.624971,1.281028,0.521869
0.347697,-4.610929,1.288808,0.541181
0.351711,-4.596863,1.296865,0.560489
0.355608,-4.582772,1.305195,0.575179
0.359385,-4.568655,1.313528,0.565264
0.363043,-4.554513,1.321712,0.555198
0.366586,-4.540345,1.329746,0.544994
0.370016,-4.526154,1.337627,0.534663
0.373333,-4.511939,1.345356,0.524219
0.376542,-4.497700,1.352931,0.513673
0.379644,-4.483438,1.360350,0.503035
0.382640,-4.469154,1.367614,0.492316
0.385535,-4.454848,1.374721,0.481527
0.388329,-4.440521,1.381671,0.470677
0.391024,-4.426172,1.388463,0.459774
0.393624,-4.411803,1.395097,0.448829
0.396131,-4.397414,1.401572,0.437848
0.398545,-4.383005,1.407889,0.426840
0.400871,-4.368578,1.414046,0.415811
0.403110,-4.354131,1.420044,0.404768
0.405264,-4.339667,1.425883,0.393717
0.407335,-4.325184,1.431562,0.382665
0.409326,-4.310685,1.437081,0.371616
0.411239,-4.296169,1.442441,0.360574
0.413076,-4.281637,1.447642,0.349545
0.414839,-4.267089,1.452684,0.338532
0.416531,-4.252525,1.457567,0.327539
0.418154,-4.237947,1.462291,0.316569
0.419709,-4.223355,1.466856,0.305624
0.421200,-4.208748,1.471263,0.294707
0.422629,-4.194129,1.475512,0.283820
0.423997,-4.179496,1.479603,0.272965
0.425307,-4.164851,1.483537,0.262143
0.426561,-4.150194,1.487314,0.251354
0.427761,-4.135526,1.490934,0.240601
0.428910,-4.120847,1.494398,0.229882
0.430010,-4.106157,1.497706,0.219199
0.431063,-4.091457,1.500858,0.208552
0.432071,-4.076748,1.503854,0.197940
0.433037,-4.062029,1.506696,0.187362
0.433962,-4.047302,1.509383,0.176818
0.434849,-4.032567,1.511915,0.166308
0.435700,-4.017825,1.514294,0.155830
0.436518,-4.003075,1.516518,0.145382
0.437304,-3.988318,1.518590,0.134964
0.438061,-3.973555,1.520508,0.124574
0.438791,-3.958787,1.522273,0.114210
0.439497,-3.944013,1.523886,0.103870
0.440180,-3.929235,1.525346,0.093554
0.440842,-3.914452,1.526655,0.083257
0.441486,-3.899666,1.527811,0.072980
0.442115,-3.884876,1.528815,0.062719
0.442730,-3.870083,1.529668,0.052472
0.443333,-3.855288,1.530369,0.042237
0.443927,-3.840491,1.530919,0.032011
0.444515,-3.825693,1.531317,0.021793
0.445097,-3.810893,1.531564,0.011580
0.445677,-3.796094,1.531660,0.001369
0.446257,-3.781294,1.531605,0.008842
0.446839,-3.766495,1.531398,0.019055
0.447424,-3.751697,1.531040,0.029273
0.448017,-3.736900,1.530531,0.039498
0.448617,-3.722105,1.529871,0.049733
0.449229,-3.707312,1.529058,0.059979
0.449854,-3.692523,1.528095,0.070240
0.450493,-3.677737,1.526979,0.080517
0.451151,-3.662954,1.525712,0.090813
0.451828,-3.648176,1.524292,0.101130
0.452527,-3.633403,1.522720,0.111469
0.453250,-3.618635,1.520995,0.121833
0.453999,-3.603873,1.519117,0.132223
0.454777,-3.589117,1.517087,0.142642
0.455586,-3.574367,1.514951,0.143879
0.456426,-3.559625,1.512844,0.141548
0.457296,-3.544889,1.510772,0.139207
0.458197,-3.530160,1.508735,0.136858
0.459126,-3.515437,1.506733,0.134500
0.460085,-3.500720,1.504767,0.132133
0.461072,-3.486009,1.502837,0.129759
0.462087,-3.471305,1.500942,0.127376
0.463129,-3.456606,1.499082,0.124987
0.464198,-3.441913,1.497259,0.122589
0.465293,-3.427226,1.495471,0.120185
0.466414,-3.412544,1.493719,0.117774
0.467561,-3.397868,1.492003,0.115357
0.468731,-3.383197,1.490323,0.112933
0.469926,-3.368531,1.488679,0.110504
0.471145,-3.353870,1.487071,0.108068
0.472386,-3.339214,1.485500,0.105627
0.473651,-3.324563,1.483964,0.103181
0.474937,-3.309917,1.482465,0.100729
0.476244,-3.295275,1.481003,0.098273
0.477573,-3.280638,1.479576,0.095812
0.478921,-3.266004,1.478187,0.093346
0.480290,-3.251376,1.476833,0.090876
0.481678,-3.236751,1.475516,0.088402
0.483085,-3.222130,1.474236,0.085924
0.484510,-3.207513,1.472992,0.083442
0.485953,-3.192899,1.471785,0.080956
0.487413,-3.178290,1.470615,0.078467
0.488889,-3.163683,1.469481,0.075975
0.490382,-3.149080,1.468384,0.073480
0.491890,-3.134481,1.467324,0.070981
0.493414,-3.119884,1.466301,0.068480
0.494952,-3.105290,1.465314,0.065976
0.496503,-3.090699,1.464365,0.063470
0.498069,-3.076111,1.463452,0.060961
0.499647,-3.061526,1.462576,0.058450
0.501238,-3.046943,1.461737,0.055937
0.502840,-3.032362,1.460935,0.053422
0.504454,-3.017784,1.460170,0.050905
0.506078,-3.003207,1.459441,0.048387
0.507713,-2.988633,1.458750,0.045866
0.509358,-2.974061,1.458096,0.043345
0.511011,-2.959490,1.457479,0.040821
0.512674,-2.944921,1.456899,0.038297
0.514344,-2.930353,1.456356,0.035771
0.516022,-2.915787,1.455850,0.033245
0.517707,-2.901222,1.455381,0.030717
0.519399,-2.886658,1.454949,0.028189
0.521097,-2.872095,1.454554,0.025659
0.522800,-2.857533,1.454197,0.023130
0.524508,-2.842972,1.453876,0.020599
0.526220,-2.828412,1.453593,0.018068
0.527936,-2.813852,1.453346,0.015537
0.529656,-2.799292,1.453137,0.013006
0.531378,-2.784733,1.452965,0.010474
0.533103,-2.770174,1.452830,0.007942
0.534829,-2.755615,1.452732,0.005411
0.536556,-2.741056,1.452671,0.002879
0.538284,-2.726496,1.452648,0.000348
0.540013,-2.711937,1.452661,0.002183
0.541740,-2.697377,1.452712,0.004714
0.543467,-2.682816,1.452799,0.007244
0.545193,-2.668254,1.452924,0.009774
0.546916,-2.653692,1.453086,0.012303
0.548637,-2.639129,1.453285,0.014832
0.550354,-2.624565,1.453521,0.017359
0.552068,-2.609999,1.453794,0.019886
0.553778,-2.595433,1.454104,0.022411
0.555484,-2.580865,1.454450,0.024333
0.557184,-2.566295,1.454810,0.024734
0.558879,-2.551724,1.455176,0.025134
0.560568,-2.537151,1.455548,0.025535
0.562253,-2.522577,1.455925,0.025936
0.563932,-2.508001,1.456309,0.026337
0.565605,-2.493424,1.456698,0.026738
0.567273,-2.478846,1.457093,0.027139
0.568935,-2.464266,1.457495,0.027540
0.570591,-2.449685,1.457902,0.027941
0.572241,-2.435102,1.458315,0.028342
0.573886,-2.420518,1.458734,0.028743
0.575524,-2.405932,1.459158,0.029144
0.577156,-2.391345,1.459589,0.029545
0.578782,-2.376757,1.460026,0.029947
0.580401,-2.362167,1.460468,0.030348
0.582014,-2.347576,1.460917,0.030749
0.583621,-2.332984,1.461371,0.031151
0.585221,-2.318390,1.461831,0.031552
0.586814,-2.303795,1.462298,0.031954
0.588400,-2.289199,1.462770,0.032356
0.589980,-2.274601,1.463248,0.032757
0.591553,-2.260002,1.463732,0.033159
0.593118,-2.245402,1.464222,0.033561
0.594677,-2.230800,1.464717,0.033963
0.596228,-2.216198,1.465219,0.034365
0.597772,-2.201594,1.465727,0.034768
0.599308,-2.186989,1.466240,0.035170
0.600837,-2.172382,1.466760,0.035572
0.602358,-2.157774,1.467285,0.035975
0.603872,-2.143166,1.467816,0.036377
0.605378,-2.128556,1.468354,0.036780
0.606876,-2.113944,1.468897,0.037183
0.608366,-2.099332,1.469446,0.037586
0.609848,-2.084718,1.470001,0.037989
0.611322,-2.070104,1.470562,0.038392
0.612788,-2.055488,1.471129,0.038796
0.614245,-2.040871,1.471702,0.039199
0.615694,-2.026253,1.472280,0.039603
0.617135,-2.011634,1.472865,0.040006
0.618567,-1.997013,1.473456,0.040410
0.619990,-1.982392,1.474052,0.040814
0.621405,-1.967770,1.474655,0.041218
0.622811,-1.953146,1.475264,0.041623
0.624208,-1.938522,1.475878,0.042027
0.625596,-1.923896,1.476498,0.042432
0.626974,-1.909269,1.477125,0.042836
0.628344,-1.894642,1.477757,0.043241
0.629704,-1.880013,1.478395,0.043646
0.631055,-1.865383,1.479040,0.044051
0.632397,-1.850753,1.479690,0.044457
0.633728,-1.836121,1.480346,0.044862
0.635051,-1.821488,1.481008,0.045268
0.636363,-1.806855,1.481676,0.045674
0.637666,-1.792220,1.482350,0.046080
0.638959,-1.777585,1.483030,0.046486
0.640242,-1.762949,1.483716,0.046892
0.641514,-1.748311,1.484408,0.047298
0.642777,-1.733673,1.485106,0.047705
0.644029,-1.719034,1.485810,0.048112
0.645271,-1.704394,1.486520,0.048519
0.646503,-1.689753,1.487236,0.048926
0.647724,-1.675112,1.487957,0.049333
0.648934,-1.660469,1.488685,0.049741
0.650134,-1.645826,1.489419,0.050148
0.651323,-1.631182,1.490159,0.050556
0.652501,-1.616537,1.490905,0.050964
0.653668,-1.601891,1.491656,0.051372
0.654824,-1.587244,1.492414,0.051780
0.655969,-1.572597,1.493177,0.052017
0.657102,-1.557949,1.493943,0.052222
0.658225,-1.543300,1.494711,0.052427
0.659336,-1.528650,1.495483,0.052632
0.660436,-1.514000,1.496258,0.052838
0.661524,-1.499348,1.497036,0.053043
0.662601,-1.484696,1.497816,0.053249
0.663666,-1.470044,1.498600,0.053455
0.664720,-1.455391,1.499387,0.053660
0.665763,-1.440736,1.500177,0.053866
0.666794,-1.426082,1.500970,0.054072
0.667813,-1.411426,1.501766,0.054278
0.668820,-1.396770,1.502564,0.054485
0.669816,-1.382114,1.503366,0.054691
0.670800,-1.367456,1.504171,0.054897
0.671772,-1.352798,1.504979,0.055104
0.672732,-1.338139,1.505790,0.055310
0.673680,-1.323480,1.506604,0.055517
0.674617,-1.308820,1.507421,0.055724
0.675541,-1.294160,1.508241,0.055930
0.676453,-1.279499,1.509065,0.056137
0.677354,-1.264837,1.509891,0.056344
0.678242,-1.250175,1.510720,0.056551
0.679117,-1.235512,1.511552,0.056758
0.679981,-1.220848,1.512387,0.056966
0.680832,-1.206184,1.513226,0.057173
0.681671,-1.191520,1.514067,0.057380
0.682498,-1.176855,1.514911,0.057588
0.683312,-1.162189,1.515759,0.057795
0.684114,-1.147523,1.516609,0.058003
0.684903,-1.132857,1.517462,0.058211
0.685680,-1.118190,1.518319,0.058418
0.686444,-1.103522,1.519179,0.058626
0.687195,-1.088854,1.520041,0.058834
0.687934,-1.074186,1.520907,0.059042
0.688660,-1.059517,1.521775,0.059250
0.689373,-1.044847,1.522647,0.059458
0.690074,-1.030178,1.523522,0.059666
0.690762,-1.015507,1.524400,0.059874
0.691436,-1.000837,1.525281,0.060083
0.692098,-0.986166,1.526164,0.060291
0.692747,-0.971494,1.527051,0.060500
0.693382,-0.956822,1.527941,0.060708
0.694005,-0.942150,1.528834,0.060917
0.694614,-0.927478,1.529731,0.061125
0.695211,-0.912805,1.530630,0.061334
0.695794,-0.898131,1.531532,0.061542
0.696364,-0.883458,1.532437,0.061751
0.696920,-0.868784,1.533346,0.061960
0.697463,-0.854109,1.534257,0.062169
0.697993,-0.839435,1.535171,0.062378
0.698509,-0.824760,1.536089,0.062586
0.699012,-0.810085,1.537009,0.062795
0.699501,-0.795409,1.537933,0.063004
0.699977,-0.780733,1.538860,0.063213
0.700439,-0.766057,1.539789,0.063423
0.700887,-0.751381,1.540722,0.063632
0.701322,-0.736705,1.541658,0.063841
0.701743,-0.722028,1.542597,0.064050
0.702150,-0.707351,1.543539,0.064259
0.702543,-0.692674,1.544484,0.064468
0.702923,-0.677996,1.545432,0.064678
0.703288,-0.663319,1.546383,0.064887
0.703639,-0.648641,1.547337,0.065096
0.703977,-0.633963,1.548294,0.065305
0.704300,-0.619285,1.549255,0.065515
0.704609,-0.604606,1.550218,0.065724
0.704904,-0.589928,1.551185,0.065933
0.705185,-0.575249,1.552150,0.065203
0.705452,-0.560571,1.553098,0.063996
0.705705,-0.545892,1.554029,0.062790
0.705944,-0.531213,1.554942,0.061583
0.706170,-0.516534,1.555837,0.060375
0.706383,-0.501854,1.556714,0.059168
0.706584,-0.487175,1.557574,0.057960
0.706772,-0.472495,1.558416,0.056752
0.706947,-0.457815,1.559240,0.055544
0.707111,-0.443135,1.560047,0.054336
0.707263,-0.428455,1.560836,0.053127
0.707404,-0.413775,1.561607,0.051919
0.707533,-0.399095,1.562360,0.050710
0.707651,-0.384414,1.563096,0.049501
0.707759,-0.369733,1.563814,0.048292
0.707857,-0.355052,1.564514,0.047083
0.707944,-0.340371,1.565196,0.045874
0.708021,-0.325690,1.565861,0.044665
0.708089,-0.311009,1.566508,0.043456
0.708147,-0.296327,1.567137,0.042246
0.708196,-0.281645,1.567748,0.041037
0.708237,-0.266963,1.568342,0.039828
0.708268,-0.252281,1.568918,0.038619
0.708292,-0.237599,1.569476,0.037409
0.708307,-0.222916,1.570016,0.036200
0.708315,-0.208234,1.570539,0.034991
0.708315,-0.193551,1.571044,0.033782
0.708308,-0.178868,1.571531,0.032572
0.708293,-0.164184,1.572000,0.031363
0.708272,-0.149501,1.572452,0.030154
0.708245,-0.134817,1.572886,0.028945
0.708211,-0.120133,1.573302,0.027736
0.708171,-0.105449,1.573700,0.026527
0.708126,-0.090765,1.574081,0.025318
0.708075,-0.076080,1.574444,0.024110
0.708019,-0.061396,1.574789,0.022901
0.707958,-0.046711,1.575117,0.021692
0.707892,-0.032026,1.575426,0.020484
0.707822,-0.017340,1.575718,0.019275
0.707748,-0.002655,1.575992,0.018067
0.707669,0.012031,1.576249,0.016859
0.707588,0.026717,1.576488,0.015651
0.707502,0.041403,1.576709,0.014443
0.707414,0.056089,1.576912,0.013235
0.707323,0.070776,1.577097,0.012027
0.707229,0.085463,1.577265,0.010819
0.707133,0.100150,1.577415,0.009611
0.707035,0.114837,1.577547,0.008404
0.706935,0.129525,1.577662,0.007196
0.706833,0.144213,1.577759,0.005989
0.706730,0.158901,1.577838,0.004782
0.706626,0.173589,1.577899,0.003574
0.706522,0.188278,1.577943,0.002367
0.706416,0.202966,1.577969,0.001160
0.706311,0.217655,1.577977,0.000047
0.706206,0.232345,1.577967,0.001253
0.706100,0.247034,1.577940,0.002460
0.705996,0.261724,1.577895,0.003667
0.705892,0.276414,1.577832,0.004873
0.705789,0.291104,1.577752,0.006079
0.705688,0.305795,1.577654,0.007286
0.705588,0.320486,1.577538,0.008492
0.705490,0.335177,1.577404,0.009698
0.705394,0.349868,1.577253,0.010904
0.705300,0.364559,1.577084,0.012110
0.705209,0.379251,1.576897,0.013315
0.705121,0.393943,1.576693,0.014521
0.705036,0.408636,1.576470,0.015727
0.704954,0.423328,1.576224,0.018605
0.704877,0.438021,1.575920,0.022762
0.704804,0.452714,1.575555,0.026919
0.704737,0.467408,1.575129,0.031076
0.704677,0.482101,1.574641,0.035233
0.704624,0.496794,1.574093,0.039391
0.704580,0.511488,1.573484,0.043549
0.704546,0.526181,1.572813,0.047708
0.704521,0.540875,1.572082,0.051868
0.704508,0.555568,1.571289,0.056028
0.704507,0.570261,1.570435,0.060189
0.704519,0.584954,1.569520,0.064351
0.704545,0.599646,1.568544,0.068514
0.704586,0.614339,1.567507,0.072678
0.704642,0.629031,1.566409,0.076843
0.704715,0.643722,1.565249,0.081009
0.704805,0.658413,1.564028,0.085176
0.704914,0.673104,1.562747,0.089344
0.705042,0.687794,1.561403,0.093513
0.705190,0.702484,1.559999,0.097683
0.705360,0.717172,1.558533,0.101854
0.705551,0.731861,1.557007,0.106026
0.705765,0.746548,1.555419,0.110199
0.706003,0.761235,1.553769,0.114372
0.706265,0.775921,1.552059,0.118546
0.706554,0.790606,1.550287,0.122720
0.706868,0.805290,1.548454,0.126894
0.707210,0.819974,1.546559,0.131069
0.707580,0.834656,1.544604,0.135243
0.707980,0.849337,1.542587,0.139416
0.708409,0.864017,1.540509,0.143590
0.708869,0.878696,1.538369,0.147762
0.709362,0.893374,1.536168,0.151933
0.709887,0.908051,1.533906,0.156102
0.710445,0.922726,1.531583,0.160270
0.711038,0.937400,1.529199,0.164435
0.711667,0.952073,1.526754,0.168597
0.712332,0.966745,1.524247,0.172757
0.713034,0.981414,1.521679,0.176913
0.713774,0.996083,1.519050,0.181065
0.714554,1.010750,1.516360,0.185212
0.715373,1.025415,1.513610,0.189354
0.716233,1.040079,1.510798,0.193491
0.717135,1.054741,1.507925,0.197621
0.718079,1.069401,1.504992,0.201744
0.719067,1.084059,1.501997,0.205860
0.720100,1.098716,1.498943,0.209967
0.721177,1.113371,1.495827,0.214065
0.722301,1.128024,1.492651,0.218154
0.723472,1.142675,1.489415,0.222232
0.724691,1.157324,1.486118,0.226298
0.725959,1.171971,1.482761,0.230352
0.727277,1.186616,1.479345,0.234393
0.728646,1.201259,1.475868,0.238420
0.730066,1.215899,1.472331,0.242432
0.731538,1.230537,1.468735,0.246427
0.733064,1.245174,1.465080,0.250406
0.734644,1.259807,1.461365,0.254366
0.736280,1.274439,1.457591,0.258307
0.737971,1.289068,1.453758,0.262227
0.739720,1.303694,1.449866,0.266126
0.741526,1.318318,1.445916,0.270002
0.743391,1.332940,1.441908,0.273854
0.745316,1.347559,1.437842,0.277680
0.747302,1.362175,1.433718,0.281480
0.749349,1.376789,1.429536,0.285252
0.751458,1.391400,1.425298,0.288995
0.753631,1.406008,1.421002,0.292706
0.755867,1.420613,1.416669,0.289762
0.758167,1.435215,1.412486,0.276229
0.760528,1.449815,1.408500,0.262747
0.762947,1.464412,1.404712,0.249314
0.765421,1.479006,1.401121,0.235930
0.767946,1.493597,1.397726,0.222596
0.770521,1.508186,1.394527,0.209308
0.773142,1.522772,1.391523,0.196066
0.775806,1.537355,1.388714,0.182868
0.778510,1.551935,1.386100,0.169712
0.781252,1.566513,1.383680,0.156595
0.784029,1.581088,1.381454,0.143515
0.786837,1.595661,1.379421,0.130467
0.789674,1.610231,1.377581,0.117450
0.792537,1.624798,1.375934,0.104459
0.795423,1.639363,1.374479,0.091491
0.798329,1.653925,1.373217,0.078543
0.801252,1.668485,1.372146,0.065609
0.804189,1.683042,1.371268,0.052687
0.807138,1.697597,1.370581,0.039771
0.810095,1.712149,1.370087,0.026859
0.813058,1.726699,1.369784,0.013945
0.816023,1.741246,1.369673,0.001024
0.818988,1.755791,1.369753,0.011906
0.821950,1.770334,1.370026,0.024851
0.824906,1.784874,1.370491,0.037816
0.827853,1.799412,1.371148,0.050804
0.830788,1.813947,1.371998,0.063820
0.833708,1.828480,1.373041,0.076868
0.836610,1.843011,1.374277,0.089952
0.839492,1.857540,1.375706,0.103077
0.842351,1.872066,1.377330,0.116246
0.845183,1.886590,1.379147,0.129463
0.847986,1.901112,1.381160,0.142732
0.850756,1.915632,1.383368,0.156057
0.853492,1.930150,1.385773,0.169440
0.856189,1.944665,1.388373,0.182884
0.858846,1.959178,1.391171,0.196393
0.861459,1.973689,1.394167,0.209969
0.864025,1.988198,1.397361,0.223614
0.866541,2.002705,1.400754,0.237330
0.869005,2.017210,1.404348,0.251118
0.871414,2.031713,1.408141,0.264980
0.873764,2.046214,1.412136,0.278916
